Company,URL,Company Twitter,Contact Page,Email,CEO Name,CEO Twitter,CEO Email
Current,current.us,https://twitter.com/current_crnc,,participate@current.us,Dan Novaes,https://twitter.com/novaes_ai,dan@current.us
Curvegrid,curvegrid.com,https://twitter.com/curvegridinc,,contact@curvegrid.com,Jeff Wentworth,https://twitter.com/jeffintokyo,
Custos Technology,custostech.com,https://twitter.com/custostech,,info@custostech.com,G-J van Rooyen,https://twitter.com/gvrooyen,g-j@custostech.com
CV Capital,circumventures.com,,http://www.circumventures.com/contact/,contact@circumventures.com,,,
CXIHUB,cxihub.com,https://twitter.com/cxihub,,info@cxihub.com,,,
CybCSec,curecoin.net,http://www.twitter.com/curecoin_team,,support@cybcsec.com,,,
cyber • Fund,company.cyber.fund,https://twitter.com/cyberfundio,,analytics@cyber.fund,Vitaly Lvov,,
CyberMiles,cm.5miles.com,https://twitter.com/cybermiles,,contact@5miles.com,Dr. Lucas Lu,https://twitter.com/drlucaslu,lucas@cm.5miles.com
Cytopia,cytopia.com.au,,,admin@cytopia.com.au,,,
DALECOIN,dalecoin.org,http://twitter.com/dalecoinn,,support@dalecoin.org,,,
DAO.casino,dao.casino,https://twitter.com/daocasino,,team@dao.casino,Ilya Tarutov,https://twitter.com/itarutov39,
DApps Fund I,dappsfund.com,https://twitter.com/dappsfund,http://www.dappsfund.com/#contact,,David A. Johnston,https://twitter.com/djohnstonec,david@dappsfund.com
Darcrus,darcr.us,https://twitter.com/darcrus,,info@darcr.us,Steven Grove,https://twitter.com/sigwo,steven@darcr.us
Darico,https://darico.io,,https://darico.io/en/contact/,,Mojtaba Asadian,,mojtaba@darico.io
Dash,dash.org,https://twitter.com/dashpay,,contact@dash.org,Andy Freer,https://twitter.com/andycrypto,andy@dash.org
Dash Financial,dashfinancial.com,https://twitter.com/dashfinancial,,sales@dashfinancial.com,,,
Datawallet,tokensale.datawallet.com,https://twitter.com/datawallethq,,,Serafin Lion Engel,https://twitter.com/serafinlion,
Datum,datum.org,https://twitter.com/datumnetwork,,info@datum.org,Roger Haenni,https://twitter.com/rogerhaenni,
DavorCoin,davor.io,https://twitter.com/davorcoin,,support@davor.io,,,
DaxxCoin,daxxcoin.org,https://twitter.com/daxxcoincom,https://daxxcoin.org/#contact,,,,
DC POS,dcpos.com,,,info@dcpos.com,,,
Dcorp,dcorp.it,https://twitter.com/dcorpvc,,info@dcorp.it,Frank Bonnet,,
DeBuNe Services,debune.org,,,info@debune.org,,,
DECENT,decent.ch,https://twitter.com/decentplatform,https://decent.ch/en/contacts/,info@decent.ch,Matej Michalko,https://twitter.com/matmichalko,
Decent,decentcrypto.com,https://twitter.com/decentcrypto,https://decentcrypto.com/contact-us/,,,,
Decentral,decentral.ca,https://twitter.com/decentralca,,info@decentral.ca,Anthony Diiorio,https://twitter.com/diiorioanthony,anthony@decentral.ca
Decentraland,decentraland.org,https://twitter.com/decentraland,,hello@decentraland.org,Ari Meilich,https://twitter.com/arimeilich,
DECENTRALIZE,decentralize.fm,https://twitter.com/decentralizeall,https://decentralize.fm/contact,,,,
Decentralized Derivatives Association,decentralizedderivatives.org,https://twitter.com/themandalore9,https://www.decentralizedderivatives.org/contact,info@decentralizedderivatives.org,,,
Deconet,deco.network,https://twitter.com/deco_network,,contact@deco.network,David Sneider,https://twitter.com/davesneider,david@deco.network
Decred,decred.org,https://twitter.com/decredproject,,release@decred.org,Alex Yocom-Piatt,https://twitter.com/_alyp_,
Decusis,decusis.com,,,contact@decusis.com,Mark Whiting,https://twitter.com/markwhiting,
DeepBrainChain,deepbrainchain.org,https://twitter.com/deepbrainchain,,info@deepbrainchain.org,Feng He,,feng@deepbrainchain.org
DeepOnion,deeponion.org,https://twitter.com/deeponionx,,info@deeponion.org,,,
Deginner,deginner.com,https://twitter.com/deginnerdev,http://deginner.com/contact/,,,,
Delphy,delphy.org,https://twitter.com/delphy_org,,ada.gao@delphy.org,Bo Wang,,bo.wang@delphy.org
DENT,dentwireless.com,https://twitter.com/dentcoin,,info@dentwireless.com,Tero Katajainen,https://twitter.com/terodent,
Dentacoin,dentacoin.com,https://twitter.com/dentacoin,,admin@dentacoin.com,Jeremias Grenzebach,https://twitter.com/neptox,jeremias.grenzebach@dentacoin.com
Deribit,deribit.com,https://twitter.com/deribitexchange,,info@deribit.com,John Jansen,,
Deutsche eMark,deutsche-emark.org,,,kontakt@deutsche-emark.de,,,
DFINITY,dfinity.org,http://twitter.com/dfinity,,hello@dfinity.org,Dominic Williams,https://twitter.com/dominic_w,dominic@dfinity.org
DFSCoin/ Fantasy Gold,fantasygold.io,https://twitter.com/dfscoin,https://fantasygold.io/?action=redirect/#contact,support@draftdaily.com,Nicolas Hernandez,,
DIBCOIN,dibcoin.us,https://twitter.com/therealdibcoin,,support@dibcoin.us,,,
DigiPulse,digipulse.io,http://twitter.com/digipulseio,https://www.digipulse.io/contact-us,,Normunds Kvilis,https://twitter.com/kviliskvilis,normunds@digipulse.io
Digital Asset,digitalasset.com,https://twitter.com/digitalassetcom,,,Blythe Masters,https://twitter.com/blythemasters,
Digital Currency Council,digitalcurrencycouncil.com,https://twitter.com/dcccertified,http://www.digitalcurrencycouncil.com/contact-us/,,David Berger,,dberger@digitalcurrencycouncil.com
Digital Currency Group,dcg.co,https://twitter.com/dcgco,,info@dcg.co,Barry Silbert,https://twitter.com/barrysilbert,barry@dcg.co
Digital Currency Labs,digitalcurrencylabs.com,,,Ron@DigitalCurrencyLabs.com,Ron Quaranta,https://twitter.com/ronqman,ron@digitalcurrencylabs.com
Digital Currency Summit,digitalcurrencysumm.it,http://www.twitter.com/digcurs,https://digitalcurrencysumm.it/#contact,,,,
Digital Finance Group,digitalfinancegroup.net,https://twitter.com/digitalfin_gr,,contact@digitalfinancegroup.net,James Wo,https://twitter.com/woquan826,jameswo@digitalfinancegroup.net
Digital Securities Exchange,dsx.uk,https://twitter.com/dsx_uk,,support@dsx.uk,,,
DigitalDevelopersFund,digitaldevelopersfund.com,https://twitter.com/digitaldevfund,https://www.digitaldevelopersfund.com/contact/,info@digitaldevelopersfund.com,Michael Marcovici,https://twitter.com/tdomaininvestor,michael@digitaldevelopersfund.com
DigitalFutures ,digitalfutures.co,https://twitter.com/futuresdigital,,manie@digitalfutures.co,Mari Eagar,https://twitter.com/marieagar,mari@digitalfutures.co
DigitalMint,digitalmint.io,https://twitter.com/digitalmintio,http://www.digitalmint.io/contact-us,,,,
DigitalX,digitalx.com,https://twitter.com/digitalxltd,,info@digitalx.com,Leigh Travers,https://twitter.com/traversleigh,leigh@digitalx.com
Digix Global,digix.global,https://twitter.com/digixglobal,,support@digix.io,Anthony Eufemio,,
DIMCOIN,dimcoin.io,https://twitter.com/dimcoin_,,info@dimcoin.io,Richard Lendrum,,
Dimensions Network,https://dimensions.network,,https://dimensions.network/en/contact_form,,Stephen Mullens,,
DinastyCoin,dinastycoin.com,https://twitter.com/dinastycoin,,info@dinastycoin.com,,,
DiQi,diqi.us,,,developer@diqi.us,,,
DirTrex,dirtrex.com,https://twitter.com/dirtrex_ico,,dirtrex@protonmail.com,,,
district0x,district0x.io,https://twitter.com/district0x,,hello@district0x.io,Matus Lestan,https://twitter.com/matuslestan,matus@district0x.io
Divi Project,diviproject.org,https://twitter.com/diviproject,,info@diviproject.org ,Geoff Mccabe,https://twitter.com/geoffreymccabe,
dmarket.io,dmarket.com,https://twitter.com/dmarket_io,,support@dmarket.io,Volodymyr Panchenko,,
DMB Coin,dmb-coin.com,https://twitter.com/dmbcoin,http://www.dmb-coin.com/contact-us/,,,,
DMD Diamond,bit.diamonds,https://twitter.com/dmdcoin,https://bit.diamonds/contact.php,,Aleksander Mesor,,aleksander.mesor@bit.diamonds
DNA Investor,dnainvestor.com,https://twitter.com/dna_investor,,info@dnainvestor.com,Matthew Demeter,https://twitter.com/mattdemeter,mdemeter@dnainvestor.com
DNotes,dnotescoin.com,https://twitter.com/dnotescoin,http://dnotescoin.com/#contact,,Alan Yong,https://twitter.com/dnotes_alanyong,
Dogecoin,dogecoin.com,https://twitter.com/dogecoin,,foundation@dogecoin.com,,,
DOLLAR Online,edollar.online,https://twitter.com/dollarglobal,,info@edollar.online,,,
Domraider,corporate.domraider.com,https://twitter.com/domraider,,press@domraider.com,Tristan Colombet,https://twitter.com/tristancolombet,
Donationcoin,donationcoin.org,https://twitter.com/donationcoin,http://donationcoin.org/contact/,,,,
DOVU,dovu.io,https://twitter.com/dovuofficial,,support@dovu.io,Irfon Watkins,https://twitter.com/irfonw,irfon@dovu.io
DRAGONCHAIN,dragonchain.com,https://twitter.com/dragonchaingang,,info@dragonchain.com,Joe Roets,,jonel@dragonchain.com
Dragonfly Fintech,dfintech.com,,,enquiry@dfintech.com,Lon Wong,,
DROXNE,droxne.net,https://twitter.com/drxnegaming,http://droxne.net/contact.html,,,,
DTCO,dtco.co,https://twitter.com/dtcose/,https://dtco.co/contactus.html,,Jacob Lee,,
Duality Solutions,duality.solutions,https://twitter.com/dualitychain,https://duality.solutions/contact-us/,,Clayton Saliba,https://twitter.com/wuuzii,
Due,due.com,https://twitter.com/due/,,support@due.com,John Rampton,https://twitter.com/johnrampton,john@due.com
Dunvegan Space Systems,dss.co,https://twitter.com/dunveganspace,http://dss.co/contact.html,,,,
DXMarkets,dxmarkets.com,https://twitter.com/dxmarkets,https://www.dxmarkets.com/#Contact,,,,
Dynamic Coin,dynamiccoin.org,https://twitter.com/dynamiccoinorg,,webmaster@dynamiccoin.org,,,
E-Dinar World,edinarcoin.com,https://twitter.com/edinarworldwide,,info@edinarcoin.com,,,
EA Coin,eacapital.org,https://twitter.com/eacapital_eag,https://www.eacapital.org/contact,,,,
EagleCoin,eaglepay.io,https://twitter.com/eaglecoinid,,team@eaglepay.io,Mateus Yonathan,https://twitter.com/yonathanmateus,
Earn,earn.com,https://twitter.com/earndotcom,,support@earn.com,Balaji Srinivasan,https://twitter.com/balajis,balaji@earn.com
Earn Forex,earnforex.com,https://twitter.com/earnforexblog,,webmaster@earnforex.com,Andriy Moraru,https://twitter.com/forexnewbiescom,
EarthCoin,earthcoin.io,https://twitter.com/getearthcoin,,techops@earthcoin.io,,,
Earthport,earthport.com,https://twitter.com/earthport,,support@earthport.com,Phil Hickman,,
Easbit,easbit.com,https://twitter.com/easbit,http://www.easbit.com/#contact,info@easbit.com,,,
eBCH,ebitcoincash.io,https://twitter.com/ebchcoin,https://ebitcoincash.io/#contact,,Chetan Darji,,
eBIT Tokens,ebit.trade,http://www.twitter.com/ebit_tokens,,contact@ebit.trade,,,
Ebittree Coin,ebittree.com,,https://www.ebittree.com/#contact,support@ebittree.com,,,
eCash.com,ecash.com/,,http://ecash.com/contact/,funding@ecash.com,Scott Putnam,,
ECC,ecc.network,https://twitter.com/project_ecc,https://ecc.network/contact,,,,
EchoLinkInfo,echolink.info,https://twitter.com/echolinkinfo1,,foundation@echolink.tech,Steve Chen,,
EcoBit,ecobit.io,https://twitter.com/ecobit_io,https://www.ecobit.io/contact.html,support@ecobit.io,Tang Too Siah,,ceo@ecobit.io
eCurrency,ecurrency.net,https://twitter.com/investecurrency,https://www.ecurrency.net/contact/,info@ecurrency.net,,,
Edge,edgesecure.co,https://twitter.com/edgesecure,https://support.edgesecure.co/support/tickets/new,,Paul Puey,https://twitter.com/paullinator,paul@edgesecure.co
Edgeless,edgeless.io,https://twitter.com/edgelessproject,,,,,
edgelogic,edgelogic.net,https://twitter.com/edgelogic,http://www.edgelogic.net/#Contact,,,,
eGold,egoldtoken.org,https://twitter.com/egoldtoken,https://egoldtoken.org/contact-us/,,,,
Eidoo,eidoo.io,https://twitter.com/eidoo_io,,info@eidoo.io,Natale Ferrara,https://twitter.com/nataleferrara,natale@eidoo.io
Einsteinium,emc2.foundation,https://twitter.com/einsteiniumcoin,https://www.emc2.foundation/#contact-section,,Jonathan Lauziere,,
EKT,ekt8.io,https://twitter.com/ektcoin,,EKTcoin@gmail.com,Adam Zhao,,
Elacoin,elc.22web.org,,,revivalcoin@gmail.com,,,
Elastos,elastos.org,https://twitter.com/elastos_org,,contact@elastos.org,Rong Chen,,chenrong@elastos.org
Electra Coin,electraproject.org,https://twitter.com/electracoineca,,project@electraproject.org,Aykut Baybas,https://twitter.com/aykutbaybas,
Electron,electron.org.uk,https://twitter.com/electrondlt,http://www.electron.org.uk/#contact,,Paul Ellis,,
electroneum,electroneum.com,https://twitter.com/electroneum,https://support.electroneum.com/hc/en-us/requests/new,,Richard Ells,,richard.ells@electroneum.com
elementrem,elementrem.org,https://twitter.com/elementrem,,info@elementrem.org,,,
Elite Foundation,1337coin.net,https://twitter.com/1337coinupdates,https://www.1337coin.net/contact,,,,
Elliptic,elliptic.co,http://www.twitter.com/elliptic,https://www.elliptic.co/contact/,,James Smith,,james@elliptic.co
ElReydelBitcoin,elreydelbitcoin.com,http://twitter.com/elreydelbitcoin,https://elreydelbitcoin.com/contact,,Franco Salatino,,
Elysian Ventures,elysianventures.co,https://twitter.com/leecarter90,https://www.elysianventures.co/contact/,info@elysianventures.co,Lee Carter,,lee@elysianventures.co
Embermine ,embermine.com,https://twitter.com/theembermine,https://www.embermine.com/#contact,info@embermine.com,James Drake,https://twitter.com/emberminedrake,
Emerald Crypto Coin,emeraldcrypto.de,https://twitter.com/_emerald_emd_,,info@emeraldcrypto.de,,,
EmerCoin_EMC,emercoin.com,https://twitter.com/emercoin_press,,team@emercoin.com,Eugene Shumilov,https://twitter.com/eshumilov,
Emphy,emphy.io,https://twitter.com/emphyofficial,,info@emphy.io,Dmitri Nogin,https://twitter.com/dmitrinogin,dmitri.nogin@emphy.io
Emrals,emrals.com,https://twitter.com/emralsnyc,,info@emrals.com,,,
EMRO Ventures,emro.ventures,https://twitter.com/emroventures,,contact@emro.ventures,Tudor Iliescu,,tudor@emro.ventures
EMU project,emuproject.org,https://twitter.com/emu_project,,ico@emuproject.org,Vadim Lomakin,,vadim@emuproject.org
enBitcoins,enbitcoins.com,https://twitter.com/enbitcoins,,info@enbitcoins.com,Marcelo Guillén,https://twitter.com/inguillen,
EncrypGen,encrypgen.com,https://twitter.com/encrypgen,https://encrypgen.com/#contactus,support@encrypgen.com,David Koepsell,https://twitter.com/drkoepsell,david@encrypgen.com
EncryptoTel,encryptotel.com,https://twitter.com/encryptotel,https://encryptotel.com/contacts,info@encryptotel.com,Aleksey Kuznetsov,https://twitter.com/alekseykuz,a.kuznetsov@encryptotel.com
Energo Labs,energolabs.com,https://twitter.com/energoofficial,,info@energo.cn,Ray Chu,,
EnergyCoinFoundation,energycoin.eu,https://twitter.com/ecf4u,https://energycoin.eu/#contact,,Jan Clement,https://twitter.com/geo_jan,
Enigma,enigmacoin.exnet.su,https://twitter.com/teamlntellect,,teamintellect@yandex.ru,,,
Enigma Project,enigma.co,http://www.twitter.com/enigmampc,,info@enigma.co,Guy Zyskind,https://twitter.com/guyzys,guy@enigma.co
Enjin,enjincoin.io,https://twitter.com/enjin,https://enjincoin.io/#section-subscribe,presale@enjincoin.io,Maxim Blagov,,
EnjoyBill,enjoybill.com.au,,,,Denis Butyletskiy,,denis@enjoybill.com.au
Enkore,enkore.co,http://twitter.com/enkoreco,,hey@enkore.co,Simon de la Rouviere ,http://twitter.com/simondlr,simon@enkore.co
Enso,enso.kz,,,info@enso.kz,,,
Eobot,eobot.com,https://twitter.com/eobot,https://www.eobot.com/support,help@eobot.com,,,
EOS,eos.io,http://twitter.com/eos_io,,eos@block.one,,,
EQUAL,equaltoken.io,https://twitter.com/equaltoken,,hello@equaltoken.io,,,
Equibit Group,equibitgroup.com,https://twitter.com/equibit,,info@equibitgroup.com,Chris Horlacher,https://twitter.com/chrishorlacher,chris@equibitgroup.com
Equiler Capital,equiler.net,,,support@equiler.net,,,
EquiTrader,equitrader.co,https://twitter.com/equi_trader,http://www.equitrader.co/#contact,info@equitrader.com,,,
Ergo,ergoplatform.org,https://twitter.com/ergoplatformorg,https://ergoplatform.org/reach_us.html,ergoplatform@protonmail.com,Alexander Chepurnoy,https://twitter.com/afabrik,kushti@protonmail.com
ErosCoin,eroscoin.org,https://twitter.com/eroscoinnews,,info@eroscoin.org,,,
Eryllium,eryllium.com,https://twitter.com/eryllium,https://eryllium.com/contact-us/,,Jordan Reynolds,,
Espers Coin,espers.io,https://twitter.com/esperscoin,,cryptocoderz@gmail.com,,,
Eternity Group,ent.eternity-group.org,https://twitter.com/eternity_group,http://ent.eternity-group.org/#contact,,,,
Eth Gas,ethgas.stream,https://twitter.com/eth_gas,,egas@ethgas.stream,,,
EthBet,ethbet.io,https://twitter.com/ethbetproject,,team@ethbet.io,,,
Ether.Fund,ethereum.org,https://twitter.com/ethereumproject,,info@ethereum.org,Ming Chan,,
Etherbit,etherbit.in,https://twitter.com/etherbithq,,support@etherbit.in,Harsh Vakharia,https://twitter.com/harshjv,
Etherecash.io,etherecash.io,https://twitter.com/etherecashindia,,,,,
Ethereum,ethereum.org,https://twitter.com/ethereumproject,,info@ethereum.org,Vlad Zamfir,https://twitter.com/vladzamfir,vlad@ethereum.org
Ethereum Currency,ethereumcurrency.yolasite.com,https://twitter.com/ethereum_tokens,https://ethereumcurrency.yolasite.com/contact-us.php,,,,
Ethereum Dark,ethereumdark.net,http://twitter.com/ethereum_dark,,Support@EthereumDark.net,,,
Ethereum Gold,ethereumgold.info,https://twitter.com/ethereumgoldetg,https://ethereumgold.info/#contact,dev@ethereumgold.info,Pablo Lee,,
Ethereum Labs,ethereumlabs.com,https://twitter.com/ethereumlabs,,,,,
Etheroll,etheroll.com,https://twitter.com/etheroll,,support@etheroll.com,,,
Etherparty,etherparty.com,https://twitter.com/etherparty_com,https://etherparty.com/contact,,Kevin Hobbs,https://twitter.com/vanbexk,
Etherplan,etherplan.com,https://twitter.com/tokenhash,,donald@etherplan.com ,Donald Mcintyre,,donald@etherplan.com
ETHLend,ethlend.io,https://twitter.com/ethlend1,,,Stani Kulechov,https://twitter.com/stanikulechov,stani@ethlend.io
Ethos.io,ethos.io,https://twitter.com/ethos_io,,info@ethos.io,Shingo Lavine,https://twitter.com/shingolavine,shingo@ethos.io
Europecoin,europecoin.eu.org,https://twitter.com/europecoinbot,https://www.europecoin.eu.org/support-pages/contact-us,,Matthias Klees,https://twitter.com/matthiasklees,
eUSD Airdrop,eusd.io,https://twitter.com/eusdtoken,,dev@eusd.io,,,
EventChain,eventchain.io,https://twitter.com/eventchain_io,,team@eventchain.io,Ashton Addison,https://twitter.com/sainthoodsand,ashton@eventchain.io
EverdreamSoft,everdreamsoft.com,https://twitter.com/everdreamsoft,,info@everdreamsoft.com,Shaban Shaame,https://twitter.com/shaban_shaame,shaban@everdreamsoft.com
Everex,everex.io,https://twitter.com/everexio,,contact@everex.io,Alexi Lane,https://twitter.com/ineedidea,
